,name,stars,review,price,note,open_time,restautant_type,address,ward,district,city
14223,Tengu Japanese Dining,4.6,(66),None,'Dine-in';  'Takeout';  'Delivery','Closes soon';  ' ⋅ 9\u202fPM ⋅ Opens 10:30\u202fAM Fri',Japanese,16 Đường Hoa Cau,Phường Bình Trưng Tây,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14224,ZumWhere Phú Nhuận,4.4,(266),None,'Dine-in';  'Takeout';  'No-contact delivery','Open';  ' ⋅ Closes 12\u202fAM',Izakaya,117B Nguyễn Đình Chính,Phường Bình Trưng Tây,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14225,Công Ty TNHH Nhà Hàng Tình Nghĩa,None,None,None,,'Temporarily closed',Restaurant,"Lô A1, 6, Phan Xích Long, Phường 7, Quận Phú Nhuận, Thành Phố Hồ Chí Minh",Phường Bình Trưng Tây,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14226,Hải Sản Số 01,4.4,(41),None,'Dine-in';  'Takeout','Open';  ' ⋅ Closes 2\u202fAM',Restaurant,"TP Thủ Đức, 127A1 Đường Tăng Nhơn Phú",Phường Bình Trưng Tây,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14227,Thu Phương Bread,5.0,(1),None,'Dine-in';  'Drive-through';  'No-contact delivery','Open 24 hours',Organic,74D Đường 297,Phường Bình Trưng Tây,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14228,Coffee House Quận 9,4.3,(16),None,'Dine-in';  'Takeout','Closed';  ' ⋅ Opens 7\u202fAM Fri',Restaurant,70A Đ. số 109,Phường Bình Trưng Tây,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14229,Lẩu Ngon,4.4,(18),None,'Dine-in';  'Curbside pickup';  'Delivery','Closed';  ' ⋅ Opens 9\u202fAM Fri',Hot Pot,35B,Phường Bình Trưng Tây,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14230,Lê Trung,None,None,None,'Dine-in';  'Takeout',,Brasserie,"Tp, 2 Đ. 339",Phường Bình Trưng Tây,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14231,Lẩu Ngon,4.4,(18),None,'Dine-in';  'Curbside pickup';  'Delivery','Opens soon';  ' ⋅ 9\u202fAM',Hot Pot,35B,Phường Bình Trưng Tây,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14232,Quán Phở,5.0,(2),None,'Dine-in';  'Takeout','Open';  ' ⋅ Closes 5\u202fPM',Bistro,22 Thủy Lợi,Phường Bình Trưng Tây,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14233,ChunhoNcare Văn Nhịn TP THỦ ĐỨC,5.0,(1),None,'Dine-in';  'Takeout','Open';  ' ⋅ Closes 5:30\u202fPM',Sundae restaurant,17 Đ. Số 176,Phường Bình Trưng Tây,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14234,Hải Sản Số 01,4.4,(41),None,'Dine-in';  'Takeout','Closed';  ' ⋅ Opens 4\u202fPM',Restaurant,"TP Thủ Đức, 127A1 Đường Tăng Nhơn Phú",Phường Bình Trưng Tây,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14235,Quán Ốc 268,4.9,(8),None,'Dine-in';  'Drive-through';  'No-contact delivery','Closed';  ' ⋅ Opens 2\u202fPM',Seafood,"KDC Bách Giang, Đ. 268",Phường Bình Trưng Tây,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14236,Cháo Vịt Thu Phương,5.0,(2),None,'Dine-in';  'Takeout';  'No-contact delivery','Closed';  ' ⋅ Opens 3\u202fPM',Family-friendly,Đ. Số 3,Phường Bình Trưng Tây,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14237,Coffee House Quận 9,4.3,(16),None,'Dine-in';  'Takeout','Open';  ' ⋅ Closes 9\u202fPM',Restaurant,70A Đ. số 109,Phường Bình Trưng Tây,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14238,Quán Chòi Lá,4.1,(42),None,'Dine-in';  'Takeout','Open 24 hours',Restaurant,"Đường số, 128 Điện hoa 24h",Phường Bình Trưng Tây,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14239,Ngọc Dương Quán 2,4.4,(10),None,'Dine-in';  'Takeout',,Restaurant,"18, Đỗ Xuân Hợp, Phường Phước Long A",Phường Bình Trưng Tây,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14240,Quán Ăn Út Duyên,4.1,(11),None,'Dine-in';  'No-contact delivery','Open';  ' ⋅ Closes 9\u202fPM',Restaurant,44 Nam Hòa,Phường Bình Trưng Tây,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14241,Restaurant Ngoc Suong Marina Boat,4.2,"(1,822)",None,'Dine-in';  'Takeout','Open';  ' ⋅ Closes 10\u202fPM',Seafood,11 D. Nguyễn Văn Trỗi,Phường Cát Lái,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14242,Làm Tí - Food &amp; Beer,4.2,(624),None,'Dine-in';  'Takeout';  'No-contact delivery','Open';  ' ⋅ Closes 11\u202fPM',Brewpub,436 Trường Sa,Phường Cát Lái,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14243,Tengu Japanese Dining,4.6,(66),None,'Dine-in';  'Takeout';  'Delivery','Closes soon';  ' ⋅ 9\u202fPM ⋅ Opens 10:30\u202fAM Fri',Japanese,16 Đường Hoa Cau,Phường Cát Lái,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14244,ZumWhere Phú Nhuận,4.4,(266),None,'Dine-in';  'Takeout';  'No-contact delivery','Open';  ' ⋅ Closes 12\u202fAM',Izakaya,117B Nguyễn Đình Chính,Phường Cát Lái,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14245,Công Ty TNHH Nhà Hàng Tình Nghĩa,None,None,None,,'Temporarily closed',Restaurant,"Lô A1, 6, Phan Xích Long, Phường 7, Quận Phú Nhuận, Thành Phố Hồ Chí Minh",Phường Cát Lái,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14246,Hải Sản Số 01,4.4,(41),None,'Dine-in';  'Takeout','Open';  ' ⋅ Closes 2\u202fAM',Restaurant,"TP Thủ Đức, 127A1 Đường Tăng Nhơn Phú",Phường Cát Lái,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14247,Thu Phương Bread,5.0,(1),None,'Dine-in';  'Drive-through';  'No-contact delivery','Open 24 hours',Organic,74D Đường 297,Phường Cát Lái,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14248,Coffee House Quận 9,4.3,(16),None,'Dine-in';  'Takeout','Closed';  ' ⋅ Opens 7\u202fAM Fri',Restaurant,70A Đ. số 109,Phường Cát Lái,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14249,Lẩu Ngon,4.4,(18),None,'Dine-in';  'Curbside pickup';  'Delivery','Closed';  ' ⋅ Opens 9\u202fAM Fri',Hot Pot,35B,Phường Cát Lái,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14250,Lê Trung,None,None,None,'Dine-in';  'Takeout',,Brasserie,"Tp, 2 Đ. 339",Phường Cát Lái,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14251,Lẩu Ngon,4.4,(18),None,'Dine-in';  'Curbside pickup';  'Delivery','Opens soon';  ' ⋅ 9\u202fAM',Hot Pot,35B,Phường Cát Lái,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14252,Quán Phở,5.0,(2),None,'Dine-in';  'Takeout','Open';  ' ⋅ Closes 5\u202fPM',Bistro,22 Thủy Lợi,Phường Cát Lái,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14253,ChunhoNcare Văn Nhịn TP THỦ ĐỨC,5.0,(1),None,'Dine-in';  'Takeout','Open';  ' ⋅ Closes 5:30\u202fPM',Sundae restaurant,17 Đ. Số 176,Phường Cát Lái,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14254,Hải Sản Số 01,4.4,(41),None,'Dine-in';  'Takeout','Closed';  ' ⋅ Opens 4\u202fPM',Restaurant,"TP Thủ Đức, 127A1 Đường Tăng Nhơn Phú",Phường Cát Lái,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14255,Quán Ốc 268,4.9,(8),None,'Dine-in';  'Drive-through';  'No-contact delivery','Closed';  ' ⋅ Opens 2\u202fPM',Seafood,"KDC Bách Giang, Đ. 268",Phường Cát Lái,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14256,Cháo Vịt Thu Phương,5.0,(2),None,'Dine-in';  'Takeout';  'No-contact delivery','Closed';  ' ⋅ Opens 3\u202fPM',Family-friendly,Đ. Số 3,Phường Cát Lái,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14257,Coffee House Quận 9,4.3,(16),None,'Dine-in';  'Takeout','Open';  ' ⋅ Closes 9\u202fPM',Restaurant,70A Đ. số 109,Phường Cát Lái,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14258,Quán Chòi Lá,4.1,(42),None,'Dine-in';  'Takeout','Open 24 hours',Restaurant,"Đường số, 128 Điện hoa 24h",Phường Cát Lái,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14259,Ngọc Dương Quán 2,4.4,(10),None,'Dine-in';  'Takeout',,Restaurant,"18, Đỗ Xuân Hợp, Phường Phước Long A",Phường Cát Lái,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14260,Quán Ăn Út Duyên,4.1,(11),None,'Dine-in';  'No-contact delivery','Open';  ' ⋅ Closes 9\u202fPM',Restaurant,44 Nam Hòa,Phường Cát Lái,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14261,Restaurant Ngoc Suong Marina Boat,4.2,"(1,822)",None,'Dine-in';  'Takeout','Open';  ' ⋅ Closes 10\u202fPM',Seafood,11 D. Nguyễn Văn Trỗi,Phường Trường Thọ,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14262,Làm Tí - Food &amp; Beer,4.2,(624),None,'Dine-in';  'Takeout';  'No-contact delivery','Open';  ' ⋅ Closes 11\u202fPM',Brewpub,436 Trường Sa,Phường Trường Thọ,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14263,Tengu Japanese Dining,4.6,(66),None,'Dine-in';  'Takeout';  'Delivery','Closes soon';  ' ⋅ 9\u202fPM ⋅ Opens 10:30\u202fAM Fri',Japanese,16 Đường Hoa Cau,Phường Trường Thọ,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14264,ZumWhere Phú Nhuận,4.4,(266),None,'Dine-in';  'Takeout';  'No-contact delivery','Open';  ' ⋅ Closes 12\u202fAM',Izakaya,117B Nguyễn Đình Chính,Phường Trường Thọ,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14265,Công Ty TNHH Nhà Hàng Tình Nghĩa,None,None,None,,'Temporarily closed',Restaurant,"Lô A1, 6, Phan Xích Long, Phường 7, Quận Phú Nhuận, Thành Phố Hồ Chí Minh",Phường Trường Thọ,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14266,Hội An Bistro,4.2,(253),None,'Dine-in';  'Takeout';  'Delivery','Closed';  ' ⋅ Opens 6:30\u202fAM Fri',Restaurant,23 Hồng Đức,Phường Trường Thọ,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14267,SEPIA Restaurant,4.2,"(1,900)",None,'Dine-in';  'Takeout','Closed';  ' ⋅ Opens 10\u202fAM Fri',Restaurant,1 Khổng Tử,Phường Trường Thọ,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14268,Ơ BISTRO Thống Nhất - Thủ Đức,4.4,(185),None,'Dine-in';  'Takeout';  'Delivery','Closed';  ' ⋅ Opens 11\u202fAM Fri',Restaurant,141 Thống Nhất,Phường Trường Thọ,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14269,Sesan Restaurant,4.2,"(2,426)",None,'Dine-in';  'Takeout','Closed';  ' ⋅ Opens 9\u202fAM Fri',Restaurant,14 Einstein,Phường Trường Thọ,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14270,Quán 37,None,None,None,'Dine-in';  'Takeout',,Bistro,"MP6, Đ. Số 8",Phường Trường Thọ,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14271,Thành phố thủ đức,None,None,None,'Dine-in';  'Takeout',,Restaurant,63b Đ. Số 2,Phường Trường Thọ,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14272,Phở Bắc Hải - ông Vành,5.0,(2),None,'Dine-in';  'Takeout','Open';  ' ⋅ Closes 11:59\u202fPM',Vietnamese,60 Đ. Số 2,Phường Trường Thọ,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14273,Quán Rắn Trường Thọ,4.3,(47),None,'Dine-in';  'Takeout';  'No-contact delivery','Opens soon';  ' ⋅ 9\u202fAM',Restaurant,177 Đ. Số 11,Phường Trường Thọ,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14274,Quán nhậu,5.0,(3),None,'Dine-in';  'Takeout',,Bistro,102 Đ. Số 2,Phường Trường Thọ,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14275,Trường Thọ Quán,4.7,(3),None,'Dine-in';  'Takeout','Closed';  ' ⋅ Opens 4:30\u202fPM',Restaurant,32B Đường Số 2,Phường Trường Thọ,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14276,Restaurant Ngoc Suong Marina Boat,4.2,"(1,822)",None,'Dine-in';  'Takeout','Open';  ' ⋅ Closes 10\u202fPM',Seafood,11 D. Nguyễn Văn Trỗi,Phường Bình Chiểu,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14277,Làm Tí - Food &amp; Beer,4.2,(624),None,'Dine-in';  'Takeout';  'No-contact delivery','Open';  ' ⋅ Closes 11\u202fPM',Brewpub,436 Trường Sa,Phường Bình Chiểu,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14278,Tengu Japanese Dining,4.6,(66),None,'Dine-in';  'Takeout';  'Delivery','Closes soon';  ' ⋅ 9\u202fPM ⋅ Opens 10:30\u202fAM Fri',Japanese,16 Đường Hoa Cau,Phường Bình Chiểu,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14279,ZumWhere Phú Nhuận,4.4,(266),None,'Dine-in';  'Takeout';  'No-contact delivery','Open';  ' ⋅ Closes 12\u202fAM',Izakaya,117B Nguyễn Đình Chính,Phường Bình Chiểu,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14280,Công Ty TNHH Nhà Hàng Tình Nghĩa,None,None,None,,'Temporarily closed',Restaurant,"Lô A1, 6, Phan Xích Long, Phường 7, Quận Phú Nhuận, Thành Phố Hồ Chí Minh",Phường Bình Chiểu,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14281,Quán Ăn Uống,4.6,(7),None,'Dine-in';  'Takeout','Closed';  ' ⋅ Opens 9\u202fAM Fri',Bistro,"1128/1A, Trường Sa, Phường 17, Quận Phú Nhuận",Phường Bình Chiểu,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14282,Tune1998,5.0,(1),None,'Dine-in','Open';  ' ⋅ Closes 2\u202fAM',Restaurant,33 Đ. Lê Văn Sỹ,Phường Bình Chiểu,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14283,Ăn Vặt Hông,None,None,None,'Dine-in';  'Drive-through';  'No-contact delivery','Open 24 hours',Restaurant,"183/2FA, Đ. Lê Văn Sỹ",Phường Bình Chiểu,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14284,Quán Ăn Ti Ti,None,None,None,'Dine-in';  'Takeout','Closed';  ' ⋅ Opens 9\u202fAM Fri',Restaurant,387 Huỳnh Văn Bánh,Phường Bình Chiểu,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14285,Su Su quán,None,None,None,'Dine-in';  'Takeout','Open';  ' ⋅ Closes 2\u202fAM',Vietnamese,1093 Đ. Trường Sa,Phường Bình Chiểu,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14286,Trăng Xưa Quán,4.9,(7),None,'Dine-in';  'Takeout','Closed';  ' ⋅ Opens 8\u202fAM Fri',Restaurant,525-75 Huỳnh Văn Bánh,Phường Bình Chiểu,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14287,World of Food Dung Nguyễn,None,None,None,'Dine-in';  'Takeout','Closed';  ' ⋅ Opens 7\u202fAM Fri',Restaurant,19 Đ. Lê Văn Sỹ,Phường Bình Chiểu,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14288,Cà Ri Dê Ấn Độ - Indian Beef Curry - Xu xi Quán,4.2,(183),None,'Dine-in';  'Takeout';  'Delivery','Closed';  ' ⋅ Opens 5\u202fPM Fri',Restaurant,1192 Trường Sa,Phường Bình Chiểu,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14289,Điểm Tâm 39,5.0,(1),None,'Dine-in';  'Takeout',,Bistro,39 Đ. Lê Văn Sỹ,Phường Bình Chiểu,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14290,Lẩu Dê Thảo Ký,4.1,(184),None,"'""Cozy alley with really good ';  'food';  ' and great service.""'",'Closed';  ' ⋅ Opens 5\u202fPM Fri',Bistro,525/144 Huỳnh Văn Bánh,Phường Bình Chiểu,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14291,Bò Né Lệ Hồng,4.1,(545),None,'Dine-in';  'Takeout';  'Delivery','Closed';  ' ⋅ Opens 10\u202fAM Fri',Restaurant,489/29/20 Huỳnh Văn Bánh,Phường Bình Chiểu,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14292,Sushi Masa CN Lê Văn Sỹ,4.5,(458),None,'Dine-in';  'Takeout';  'Delivery','Closed';  ' ⋅ Opens 11\u202fAM Fri',Restaurant,78 Đ. Lê Văn Sỹ,Phường Bình Chiểu,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14293,Súp Sen,None,None,None,'Dine-in';  'Takeout';  'Delivery',,Restaurant,57 Đ. Lê Văn Sỹ,Phường Bình Chiểu,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14294,Quán Canh Bún Bánh Đa Cô Vui,5.0,(2),None,'Dine-in';  'Takeout','Closed';  ' ⋅ Opens 1\u202fPM Fri',Restaurant,489A/23A/152 Huỳnh Văn Bánh,Phường Bình Chiểu,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14295,Quán Tiến 1136,5.0,(4),None,'Dine-in';  'Takeout','Closes soon';  ' ⋅ 12\u202fAM ⋅ Opens 3\u202fPM Fri',Restaurant,1136 Trường Sa,Phường Bình Chiểu,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14296,Lẫu cua bầu,None,None,None,'Dine-in';  'Takeout','Closed';  ' ⋅ Opens 4\u202fPM Fri',Asian,347/4 Huỳnh Văn Bánh,Phường Bình Chiểu,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14297,Quán Ăn Quỳnh,3.8,(628),None,'Dine-in';  'Takeout';  'Delivery','Closed';  ' ⋅ Opens 12\u202fPM Fri',Restaurant,1128 Trường Sa,Phường Bình Chiểu,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14298,Nhà Chay,4.0,(28),None,'Dine-in';  'Takeout';  'Delivery','Closed';  ' ⋅ Opens 10\u202fAM Fri',Vegan,11 Đ. Lê Văn Sỹ,Phường Bình Chiểu,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14299,Bánh tráng trộn trứng cút lòng đào - 2 Ú,4.4,(5),None,'Dine-in';  'Takeout','Closed';  ' ⋅ Opens 10:30\u202fAM Fri',Fast Food,1168 Trường Sa,Phường Bình Chiểu,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14300,Canh Bún Mẹ Tôi,4.1,(679),None,"'""A must-try local ';  'food';  ';  you will&nbsp;...""'",'Closed';  ' ⋅ Opens 10\u202fAM Fri',Bistro,Hẻm 115 Lê Văn Sỹ,Phường Bình Chiểu,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14301,Phường 13,None,None,None,,,Phú Nhuận,Vietnam,Phường Bình Chiểu,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14302,ToHi Food,5.0,(2),None,'Dine-in';  'Takeout','Closed';  ' ⋅ Opens 9\u202fAM',Asian,137D18 Đường số 3,Phường Bình Chiểu,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14303,An An food,None,None,None,'Dine-in';  'No-contact delivery',,Family-friendly,25/10B Ng. Chí Quốc,Phường Bình Chiểu,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14304,Quán Cơm Tấm Út Thường,3.4,(5),None,'Dine-in';  'Takeout','Open';  ' ⋅ Closes 9\u202fPM',Rice restaurant,"12, Bình Chiểu, Phường Bình Chiểu, Quận Thủ Đức, Thành Phố Hồ Chí Minh, Thành Phố Hồ Chí Minh",Phường Bình Chiểu,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14305,Nhà Gà,4.8,(4),None,'Dine-in';  'Takeout','Open 24 hours',Restaurant,83/33 Ng. Chí Quốc,Phường Bình Chiểu,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14306,Quán Đồng An,1.0,(1),None,'Dine-in';  'Takeout',,Restaurant,"5 nhánh phụ ba bò, TL43",Phường Bình Chiểu,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14307,Restaurant Ngoc Suong Marina Boat,4.2,"(1,822)",None,'Dine-in';  'Takeout','Open';  ' ⋅ Closes 10\u202fPM',Seafood,11 D. Nguyễn Văn Trỗi,Phường Tăng Nhơn Phú A,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14308,Làm Tí - Food &amp; Beer,4.2,(624),None,'Dine-in';  'Takeout';  'No-contact delivery','Open';  ' ⋅ Closes 11\u202fPM',Brewpub,436 Trường Sa,Phường Tăng Nhơn Phú A,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14309,Tengu Japanese Dining,4.6,(66),None,'Dine-in';  'Takeout';  'Delivery','Closes soon';  ' ⋅ 9\u202fPM ⋅ Opens 10:30\u202fAM Fri',Japanese,16 Đường Hoa Cau,Phường Tăng Nhơn Phú A,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14310,ZumWhere Phú Nhuận,4.4,(266),None,'Dine-in';  'Takeout';  'No-contact delivery','Open';  ' ⋅ Closes 12\u202fAM',Izakaya,117B Nguyễn Đình Chính,Phường Tăng Nhơn Phú A,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14311,Công Ty TNHH Nhà Hàng Tình Nghĩa,None,None,None,,'Temporarily closed',Restaurant,"Lô A1, 6, Phan Xích Long, Phường 7, Quận Phú Nhuận, Thành Phố Hồ Chí Minh",Phường Tăng Nhơn Phú A,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14312,Restaurant Ngoc Suong Marina Boat,4.2,"(1,822)",None,'Dine-in';  'Takeout','Open';  ' ⋅ Closes 10\u202fPM',Seafood,11 D. Nguyễn Văn Trỗi,Phường Tam Phú,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14313,Làm Tí - Food &amp; Beer,4.2,(624),None,'Dine-in';  'Takeout';  'No-contact delivery','Open';  ' ⋅ Closes 11\u202fPM',Brewpub,436 Trường Sa,Phường Tam Phú,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14314,Tengu Japanese Dining,4.6,(66),None,'Dine-in';  'Takeout';  'Delivery','Closes soon';  ' ⋅ 9\u202fPM ⋅ Opens 10:30\u202fAM Fri',Japanese,16 Đường Hoa Cau,Phường Tam Phú,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14315,ZumWhere Phú Nhuận,4.4,(266),None,'Dine-in';  'Takeout';  'No-contact delivery','Open';  ' ⋅ Closes 12\u202fAM',Izakaya,117B Nguyễn Đình Chính,Phường Tam Phú,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14316,Công Ty TNHH Nhà Hàng Tình Nghĩa,None,None,None,,'Temporarily closed',Restaurant,"Lô A1, 6, Phan Xích Long, Phường 7, Quận Phú Nhuận, Thành Phố Hồ Chí Minh",Phường Tam Phú,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14317,Quán Ăn Cô Thu,5.0,(1),None,'Dine-in';  'Takeout','Open';  ' ⋅ Closes 8\u202fPM',Restaurant,"VP5Q+7VG, Đ. Tam Bình",Phường Tam Phú,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14318,Quán Ốc 48,5.0,(1),None,'Dine-in';  'Takeout',,Restaurant,48 Bình Phú,Phường Tam Phú,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
14319,cơm tấm ÚT PHƯỢNG,None,None,None,'Dine-in';  'Takeout','Open';  ' ⋅ Closes 11\u202fAM',Breakfast,"VP5R+8XR, Hẻm 64",Phường Tam Phú,Thành phố Thủ Đức,Thành phố Hồ Chí Minh
